Asset ID,Device Name,Asset State,Low Signal,Category,Tags,Sources,Asset Criticality,Last Successful Scan,Last Seen,IP Addresses,MAC Address,Hostname,NetBIOS,Operating System,OS Type,Manufacturer,Risks,Risk Score
86f76401-2fcd-d309-28d1-0000f5442281,BL-PC-011,Active,No,Desktop,,Agent,Unassigned,2026-08-27T14:12:58Z,2026-08-29T05:12:58Z,10.21.10.59,30:f6:05:0e:62:b6,BL-PC-011,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,576,8.8
0fcd4e00-9c2e-98b1-cce6-000025f9d400,BL-PC-013,Active,No,Desktop,,Agent,Unassigned,2026-08-26T01:12:58Z,2026-09-01T05:12:58Z,10.21.10.162,30:f6:05:0f:69:c3,BL-PC-013,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,599,9.9
c8f42281-2176-9825-1f9d-0000f1afee81,CC-PC-015,Active,No,Desktop,,Agent,Unassigned,2026-08-30T03:12:58Z,2026-08-29T15:12:58Z,10.22.10.229,30:f6:05:10:70:d0,CC-PC-015,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,543,8.8
2d0c4a00-28c7-f31e-8dcd-00001a788c00,CC-PC-017,Active,No,Desktop,,Agent,Unassigned,2026-08-27T15:12:58Z,2026-08-31T05:12:58Z,10.22.10.82,30:f6:05:11:77:dd,CC-PC-017,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,648,9.1
ef9ce681-9b09-0145-35b8-00002cbd4400,CC-PC-018,Active,No,Desktop,,Agent,Unassigned,2026-08-29T07:12:58Z,2026-09-01T05:12:58Z,10.22.10.174,30:f6:05:12:7e:ea,CC-PC-018,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,50,3.9
78155200-0c10-557b-d3c2-00006552f000,CC-PC-019,Active,No,Desktop,,Agent,Unassigned,2026-08-29T22:12:58Z,2026-08-30T14:12:58Z,10.22.10.42,30:f6:05:13:85:f7,CC-PC-019,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,56,5.5
65a26680-8861-b887-319b-0000f6d87481,CC-PC-020,Active,No,Desktop,,Agent,Unassigned,2026-08-31T05:12:58Z,2026-08-29T00:12:58Z,10.22.10.177,30:f6:05:14:8c:04,CC-PC-020,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,6,6.8
ba22ea01-e02a-ca7f-d7d8-0000a87c0a01,CC-PC-021,Active,No,Desktop,,Agent,Unassigned,2026-05-31T14:12:58Z,2026-08-30T01:12:58Z,10.22.10.203,30:f6:05:15:93:11,CC-PC-021,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,118,5.5
9d795281-52cb-41a5-bde0-0000d3322001,CC-PC-022,Active,No,Desktop,,Agent,Unassigned,2026-08-31T08:12:58Z,2026-08-30T23:12:58Z,10.22.10.184,30:f6:05:16:9a:1e,CC-PC-022,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,47,5.5
9a555001-94b3-9c87-2c62-0000f06ed081,CC-PC-023,Active,No,Desktop,,Agent,Unassigned,2026-08-29T21:12:58Z,2026-09-02T06:12:58Z,10.22.10.220,30:f6:05:17:a1:2b,CC-PC-023,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,171,5.5
2fc3d800-1233-57d4-9bdc-000072696800,CC-PC-024,Active,No,Desktop,,Agent,Unassigned,2026-08-23T12:12:58Z,2026-09-01T07:12:58Z,10.22.10.89,30:f6:05:18:a8:38,CC-PC-024,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,162,6.8
ddbd5e01-d045-b6a0-153c-00005d49be80,CC-PC-025,Active,No,Desktop,,Agent,Unassigned,2026-08-30T14:12:58Z,2026-08-30T15:12:58Z,10.22.10.82,30:f6:05:19:af:45,CC-PC-025,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,48,6.8
74631800-4f81-e67e-1f00-0000f1911881,DM-PC-026,Active,No,Desktop,,Agent,Unassigned,2026-08-30T16:12:58Z,2026-08-29T04:12:58Z,10.23.10.82,30:f6:05:1a:b6:52,DM-PC-026,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,5,6.8
54115400-0af9-6d0c-6868-0000120d1200,DM-PC-027,Active,No,Desktop,,Agent,Unassigned,2026-08-31T00:12:58Z,2026-08-31T15:12:58Z,10.23.10.229,30:f6:05:1b:bd:5f,DM-PC-027,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,92,5.5
786e5800-f5cb-d39b-7df4-00004b105800,DM-PC-028,Active,No,Desktop,,Agent,Unassigned,2026-08-22T18:12:58Z,2026-08-28T21:12:58Z,10.23.10.197,30:f6:05:1c:c4:6c,DM-PC-028,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,106,7.5
8721ba01-ac08-c822-78c1-00008e97da01,DM-PC-029,Active,No,Desktop,,Agent,Unassigned,2026-09-02T02:12:58Z,2026-08-29T14:12:58Z,10.23.10.190,30:f6:05:1d:cb:79,DM-PC-029,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,0,6.8
ac43d801-14b3-852c-510f-000014e3d600,DM-PC-030,Active,No,Desktop,,Agent,Unassigned,2026-08-22T20:12:58Z,2026-09-02T02:12:58Z,10.23.10.129,30:f6:05:1e:d2:86,DM-PC-030,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,106,3.9
bc2c2c01-9c37-f5ff-4edb-0000eed76c01,DM-PC-031,Active,No,Desktop,,Agent,Unassigned,2026-08-29T14:12:58Z,2026-08-31T15:12:58Z,10.23.10.120,30:f6:05:1f:d9:93,DM-PC-031,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,150,5.5
b8c09901-ae9f-0c23-7a3e-00004a302a00,DM-PC-032,Active,No,Desktop,,Agent,Unassigned,2026-08-31T05:12:58Z,2026-09-01T17:12:58Z,10.23.10.35,30:f6:05:20:e0:a0,DM-PC-032,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,155,5.5
cc5df281-b2e3-45ab-eb05-00001bc0c000,EH-PC-034,Active,No,Desktop,,Agent,Unassigned,2026-08-27T08:12:58Z,2026-08-30T02:12:58Z,10.24.10.159,30:f6:05:21:e7:ad,EH-PC-034,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,135,5.5
d3c0de01-a0c2-b910-17b5-000070053e80,EH-PC-035,Active,No,Desktop,,Agent,Unassigned,2026-08-23T02:12:58Z,2026-08-30T13:12:58Z,10.24.10.168,30:f6:05:22:ee:ba,EH-PC-035,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,8,3.9
e5feec01-2172-64f0-4904-0000313c2a00,EH-PC-036,Active,No,Desktop,,Agent,Unassigned,2026-08-28T20:12:58Z,2026-08-30T12:12:58Z,10.24.10.100,30:f6:05:23:f5:c7,EH-PC-036,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,24,3.9
f8aa3401-f450-a680-89d7-0000a92df401,EH-PC-037,Active,No,Desktop,,Agent,Unassigned,2026-08-30T21:12:58Z,2026-09-01T00:12:58Z,10.24.10.108,30:f6:05:24:fc:d4,EH-PC-037,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,140,3.9
2ff6e280-5421-c614-7901-0000ef66f801,EH-PC-038,Active,No,Desktop,,Agent,Unassigned,2026-08-27T05:12:58Z,2026-08-29T03:12:58Z,10.24.10.224,30:f6:05:25:03:e1,EH-PC-038,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,136,7.5
2c2fb400-9128-fa69-ef60-0000b07fc001,EH-PC-039,Active,No,Desktop,,Agent,Unassigned,2026-07-14T20:12:58Z,2026-08-29T17:12:58Z,10.24.10.210,30:f6:05:26:0a:ee,EH-PC-039,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,79,3.9
944b1801-9549-8ca6-0e08-000027f91880,EH-PC-040,Active,No,Desktop,,Agent,Unassigned,2026-08-31T12:12:58Z,2026-08-29T12:12:58Z,10.24.10.138,30:f6:05:27:11:fb,EH-PC-040,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,103,3.9
fef05e01-7cfc-8f28-477f-0000da262801,EH-PC-041,Active,No,Desktop,,Agent,Unassigned,2026-09-01T16:12:58Z,2026-08-29T02:12:58Z,10.24.10.217,30:f6:05:28:18:08,EH-PC-041,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,66,7.5
228d2100-3c25-344d-bac9-000006257600,EH-PC-042,Active,No,Desktop,,Agent,Unassigned,2026-09-02T03:12:58Z,2026-09-01T17:12:58Z,10.24.10.109,30:f6:05:29:1f:15,EH-PC-042,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,80,3.9
0e998000-fc5b-9485-de9a-0000cf8bf801,F-PC-043,Active,No,Desktop,,Agent,Unassigned,2026-08-28T12:12:58Z,2026-08-31T02:12:58Z,10.25.10.65,30:f6:05:2a:26:22,F-PC-043,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,53,7.5
d0f2f801-cf03-2a40-9939-00009a662e01,F-PC-044,Active,No,Desktop,,Agent,Unassigned,2026-08-25T12:12:58Z,2026-08-28T21:12:58Z,10.25.10.212,30:f6:05:2b:2d:2f,F-PC-044,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,150,6.8
a1b20c01-6077-62a8-4703-0000d6db4c01,F-PC-046,Active,No,Desktop,,Agent,Unassigned,2026-08-31T21:12:58Z,2026-09-01T22:12:58Z,10.25.10.161,30:f6:05:2c:34:3c,F-PC-046,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,81,5.5
df203001-ef54-9e7c-2c52-00006707b080,F-PC-047,Active,No,Desktop,,Agent,Unassigned,2026-08-27T12:12:58Z,2026-08-31T16:12:58Z,10.25.10.205,30:f6:05:2d:3b:49,F-PC-047,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,14,6.8
fdaa0881-e2fd-bbb9-a92e-0000a031a001,F-PC-048,Active,No,Desktop,,Agent,Unassigned,2026-08-23T04:12:58Z,2026-08-31T03:12:58Z,10.25.10.31,30:f6:05:2e:42:56,F-PC-048,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,40,3.9
a8ddad01-3f19-ae18-5d7d-00003de34800,F-PC-049,Active,No,Desktop,,Agent,Unassigned,2026-09-01T07:12:58Z,2026-09-01T18:12:58Z,10.25.10.92,30:f6:05:2f:49:63,F-PC-049,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,14,3.9
f51f6601-d372-56a6-836b-0000bcc44601,G-PC-050,Active,No,Desktop,,Agent,Unassigned,2026-08-25T22:12:58Z,2026-08-30T12:12:58Z,10.26.10.94,30:f6:05:30:50:70,G-PC-050,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,52,7.5
79d9f800-1b5e-66ff-8bb4-0000f5bbf601,G-PC-053,Active,No,Desktop,,Agent,Unassigned,2026-08-29T19:12:58Z,2026-09-01T13:12:58Z,10.26.10.93,30:f6:05:31:57:7d,G-PC-053,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,57,3.9
7032aa00-b15e-7074-e1fa-00000fc7ca00,G-PC-055,Active,No,Desktop,,Agent,Unassigned,2026-08-23T13:12:58Z,2026-09-02T03:12:58Z,10.26.10.76,30:f6:05:32:5e:8a,G-PC-055,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,29,7.5
0ebbf080-0c4c-8b53-69c4-0000cb31be01,G-PC-056,Active,No,Desktop,,Agent,Unassigned,2026-08-26T07:12:58Z,2026-09-01T02:12:58Z,10.26.10.200,30:f6:05:33:65:97,G-PC-056,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,149,6.8
e687d481-6594-36cd-869a-0000cecdf801,G-PC-057,Active,No,Desktop,,Agent,Unassigned,2026-08-24T06:12:58Z,2026-09-01T06:12:58Z,10.26.10.87,30:f6:05:34:6c:a4,G-PC-057,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,113,7.5
7d5f8800-ad1d-5168-8bbb-000065e48800,HGV-PC-060,Active,No,Desktop,,Agent,Unassigned,2026-08-24T17:12:58Z,2026-08-28T12:12:58Z,10.27.10.73,30:f6:05:35:73:b1,HGV-PC-060,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,112,3.9
14c25e00-c366-2cd5-15eb-000050571b00,HGV-PC-061,Active,No,Desktop,,Agent,Unassigned,2026-08-22T15:12:58Z,2026-08-31T03:12:58Z,10.27.10.59,30:f6:05:36:7a:be,HGV-PC-061,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,36,6.8
ff1d0a01-3469-3fb9-8a23-000085a4be01,IH-PC-062,Active,No,Desktop,,Agent,Unassigned,2026-06-02T15:12:58Z,2026-08-31T13:12:58Z,10.28.10.50,30:f6:05:37:81:cb,IH-PC-062,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,145,3.9
33056c00-e837-c8c1-8f9b-00000795d200,IH-PC-063,Active,No,Desktop,,Agent,Unassigned,2026-08-27T23:12:58Z,2026-08-30T12:12:58Z,10.28.10.48,30:f6:05:38:88:d8,IH-PC-063,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,9,6.8
9425e001-de60-a9b2-4698-00005eb86000,IH-PC-065,Active,No,Desktop,,Agent,Unassigned,2026-08-26T01:12:58Z,2026-08-29T03:12:58Z,10.28.10.227,30:f6:05:39:8f:e5,IH-PC-065,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,54,5.5
8a890001-ba55-999a-e62d-0000a82d8001,IH-PC-066,Active,No,Desktop,,Agent,Unassigned,2026-08-24T18:12:58Z,2026-08-30T22:12:58Z,10.28.10.238,30:f6:05:3a:96:f2,IH-PC-066,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,136,7.5
06856600-4fe0-9c3e-6da5-0000885d1601,IH-PC-067,Active,No,Desktop,,Agent,Unassigned,2026-08-30T19:12:58Z,2026-09-02T04:12:58Z,10.28.10.38,30:f6:05:3b:9d:ff,IH-PC-067,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,85,6.8
a249ba01-6c10-fb8a-0c09-0000a7a30081,IH-PC-068,Active,No,Desktop,,Agent,Unassigned,2026-08-24T00:12:58Z,2026-08-29T06:12:58Z,10.28.10.216,30:f6:05:3c:a4:0c,IH-PC-068,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,79,3.9
d57ba601-f63a-5afc-23a4-0000e6a48681,IH-PC-069,Active,No,Desktop,,Agent,Unassigned,2026-08-27T12:12:58Z,2026-08-31T03:12:58Z,10.28.10.174,30:f6:05:3d:ab:19,IH-PC-069,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,167,6.8
7f7c7000-d21c-62d3-8c8b-000050e7f000,IH-PC-071,Active,No,Desktop,,Agent,Unassigned,2026-08-25T17:12:58Z,2026-08-31T04:12:58Z,10.28.10.192,30:f6:05:3e:b2:26,IH-PC-071,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,155,3.9
6eb7f600-7548-1cd9-d609-0000c27d0c01,JC-PC-072,Active,No,Desktop,,Agent,Unassigned,2026-08-30T20:12:58Z,2026-09-01T21:12:58Z,10.29.10.149,30:f6:05:3f:b9:33,JC-PC-072,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,134,7.5
18aef080-52c3-cdfe-036b-0000932ec071,JC-PC-073,Active,No,Desktop,,Agent,Unassigned,2026-08-23T08:12:58Z,2026-08-31T05:12:58Z,10.29.10.168,30:f6:05:40:c0:40,JC-PC-073,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,34,7.5
885ac481-3185-5ab1-ec25-00005ddeb000,JC-PC-074,Active,No,Desktop,,Agent,Unassigned,2026-08-23T08:12:58Z,2026-08-30T23:12:58Z,10.29.10.174,30:f6:05:41:c7:4d,JC-PC-074,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,34,3.9
f8cade81-552c-5c50-8d58-0000a0106c01,JC-PC-077,Active,No,Desktop,,Agent,Unassigned,2026-08-24T07:12:58Z,2026-09-02T04:12:58Z,10.29.10.46,30:f6:05:42:ce:5a,JC-PC-077,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,170,3.9
80ada001-70ad-d6df-f392-0000ebfc2001,JC-PC-079,Active,No,Desktop,,Agent,Unassigned,2026-09-02T00:12:58Z,2026-08-31T18:12:58Z,10.29.10.164,30:f6:05:43:d5:67,JC-PC-079,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,124,3.9
c3e21a01-6731-2cc9-9345-00002a257000,KL-PC-080,Active,No,Desktop,,Agent,Unassigned,2026-08-27T13:12:58Z,2026-08-29T04:12:58Z,192.168.0.28,30:f6:05:44:dc:74,KL-PC-080,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,8,3.9
8ff2a881-0ca9-1f26-29f9-0000575f4180,KL-PC-081,Active,No,Desktop,,Agent,Unassigned,2026-08-26T04:12:58Z,2026-08-31T18:12:58Z,192.168.0.35,30:f6:05:45:e3:81,KL-PC-081,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,176,7.5
9e93e401-ec70-a739-6550-0000bc02a401,KL-PC-082,Active,No,Desktop,,Agent,Unassigned,2026-08-31T01:12:58Z,2026-09-01T02:12:58Z,192.168.1.79,30:f6:05:46:ea:8e,KL-PC-082,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,69,7.5
f32e5273-5e04-143f-a19f-0000291a0400,HO-PC-084,Active,No,Desktop,,Agent,Unassigned,2026-08-27T08:12:58Z,2026-09-01T06:12:58Z,192.168.1.114,30:f6:05:47:f1:9b,HO-PC-084,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,126,7.5
a64b1001-0cd6-d9d2-bd4a-000094268e01,HO-PC-085,Active,No,Desktop,,Agent,Unassigned,2026-06-12T01:12:58Z,2026-09-02T02:12:58Z,192.168.1.37,30:f6:05:48:f8:a8,HO-PC-085,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,52,7.5
98fb1401-1aff-ce6c-8aac-00001bd2d200,HO-PC-086,Active,No,Desktop,,Agent,Unassigned,2026-08-24T21:12:58Z,2026-08-29T18:12:58Z,192.168.1.109,30:f6:05:49:ff:b5,HO-PC-086,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,118,3.9
868b1801-3a89-68e6-386f-00006c5f1680,HO-PC-088,Active,No,Desktop,,Agent,Unassigned,2026-08-26T00:12:58Z,2026-08-28T16:12:58Z,192.168.50.55,30:f6:05:4a:06:c2,HO-PC-088,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,91,5.5
7f99c000-acf7-b0f9-3805-0000bd8a4081,HO-PC-090,Active,No,Desktop,,Agent,Unassigned,2026-09-01T14:12:58Z,2026-08-31T15:12:58Z,192.168.50.129,30:f6:05:4b:0d:cf,HO-PC-090,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,3,5.5
410cd600-1fab-3069-23b3-0000668d2180,HO-PC-091,Active,No,Desktop,,Agent,Unassigned,2026-08-25T01:12:58Z,2026-08-29T06:12:58Z,192.168.1.97,30:f6:05:4c:14:dc,HO-PC-091,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,38,3.9
e50f0001-1963-5690-3212-000093397e81,HO-PC-092,Active,No,Desktop,,Agent,Unassigned,2026-08-29T00:12:58Z,2026-09-01T16:12:58Z,192.168.8.8,30:f6:05:4d:1b:e9,HO-PC-092,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,13,5.5
20fe7800-64e9-cd1f-9181-0000aa139e01,HO-PC-093,Active,No,Desktop,,Agent,Unassigned,2026-08-31T12:12:58Z,2026-09-01T22:12:58Z,192.168.50.20,30:f6:05:4e:22:f6,HO-PC-093,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,98,5.5
e1bdfc01-e8ac-b5ed-83b3-0000a3b63c01,HO-PC-095,Active,No,Desktop,,Agent,Unassigned,2026-08-30T22:12:58Z,2026-09-02T04:12:58Z,192.168.50.159,30:f6:05:4f:29:03,HO-PC-095,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,107,7.5
34649a00-11c1-b677-a9fd-00004705dc00,HO-PC-096,Active,No,Desktop,,Agent,Unassigned,2026-08-31T20:12:58Z,2026-09-01T07:12:58Z,192.168.50.154,30:f6:05:50:30:10,HO-PC-096,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,115,3.9
434fa270-ff06-19a2-00cc-00002bd136f2,HO-PC-097,Active,No,Desktop,,Agent,Unassigned,2026-08-30T08:12:58Z,2026-09-01T22:12:58Z,192.168.50.192,30:f6:05:51:37:1d,HO-PC-097,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,32,3.9
cd206481-706a-b200-ea38-00004b385200,HO-PC-098,Active,No,Desktop,,Agent,Unassigned,2026-08-24T04:12:58Z,2026-09-01T08:12:58Z,192.168.1.158,30:f6:05:52:3e:2a,HO-PC-098,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,62,6.8
b1809881-3538-24bd-4f94-00009bdc3101,HO-PC-100,Active,No,Desktop,,Agent,Unassigned,2026-08-23T04:12:58Z,2026-08-28T16:12:58Z,192.168.0.168,30:f6:05:53:45:37,HO-PC-100,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,110,7.5
c1a71c01-06af-09cb-6dc9-00000fc10700,HO-PC-101,Active,No,Desktop,,Agent,Unassigned,2026-08-25T02:12:58Z,2026-08-30T17:12:58Z,192.168.50.221,30:f6:05:54:4c:44,HO-PC-101,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,63,7.5
d4c56e01-d394-028f-79af-0000eb851e01,HO-PC-103,Active,No,Desktop,,Agent,Unassigned,2026-08-26T13:12:58Z,2026-08-29T08:12:58Z,192.168.8.117,30:f6:05:55:53:51,HO-PC-103,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,169,5.5
cb9c3001-6820-3558-6ffe-0000826ae601,HO-PC-104,Active,No,Desktop,,Agent,Unassigned,2026-08-29T18:12:58Z,2026-09-01T12:12:58Z,192.168.1.146,30:f6:05:56:5a:5e,HO-PC-104,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,7,3.9
1f081800-3dc2-0952-261e-000094d8de01,HO-PC-105,Active,No,Desktop,,Agent,Unassigned,2026-08-26T02:12:58Z,2026-08-28T15:12:58Z,192.168.0.174,30:f6:05:57:61:6b,HO-PC-105,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,179,6.8
f2fb3201-aa30-c684-05a2-00006a90d270,HO-PC-106,Active,No,Desktop,,Agent,Unassigned,2026-08-23T14:12:58Z,2026-09-01T20:12:58Z,192.168.1.107,30:f6:05:58:68:78,HO-PC-106,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,28,5.5
a8e90a81-8b6c-9728-b6fd-000051e55800,HO-PC-108,Active,No,Desktop,,Agent,Unassigned,2026-05-29T07:12:58Z,2026-08-29T20:12:58Z,192.168.8.70,30:f6:05:59:6f:85,HO-PC-108,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,142,6.8
36d1d800-5729-a892-1a74-000039bcfe80,HO-PC-110,Active,No,Desktop,,Agent,Unassigned,2026-08-29T19:12:58Z,2026-08-29T16:12:58Z,192.168.50.4,30:f6:05:5a:76:92,HO-PC-110,,"Name: Microsoft Windows 11 Enterprise, Version: 10.0.26100",windows,,146,6.8
